"";"nombre";"region";"provincia";"comuna";"cut_r";"cut_p";"cut";"hogares";"hectareas";"area";"observaciones";"año"
"1027";"Pasaje Lan";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;15;0,79682047;4708,287126935;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1028";"Estación Lonquén";"Metropolitana";"Talagante";"Isla de Maipo";"13";"136";13603;36;6,59429157;45504,42948139;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1029";"San Carlos";"Los Ríos";"Valdivia";"Corral";"14";"141";14102;9;0,99796171;5888,70474185;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1030";"Pasaje Geywits";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;33;2,74269672;16197,651423125;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1031";"Arturo Prat";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;110;3,51758198;20777,92409916;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1032";"Eladio Rojas";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;138;2,3238429;13714,96247364;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1033";"LOS DAMASCOS";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;0;0,9237701;6425,08882284;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1034";"Línea Férrea 1";"Los Ríos";"Valdivia";"Panguipulli";"14";"141";14108;26;0,36870706;2186,26638054;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1035";"LUCHANDO CON ESFUERZO";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;0;0,25027383;1740,68735213;"NUEVO CAMPAMENTO";" "
"1036";"Línea Férrea 2";"Los Ríos";"Valdivia";"Panguipulli";"14";"141";14108;44;8,94812058;53045,23479335;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1037";"Las Vertientes";"Los Ríos";"Valdivia";"Los Lagos";"14";"141";14104;15;1,55465742;9166,505710765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1038";"Las Lajas";"Los Ríos";"Valdivia";"Los Lagos";"14";"141";14104;158;25,91871309;152833,21776527;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1039";"Hijos de la Dignidad";"Metropolitana";"Santiago";"La Florida";"13";"131";13110;0;0,25178353;1745,23262102;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1040";"Cancha Municipal";"Los Ríos";"Ranco";"Río Bueno";"14";"142";14204;37;4,3632317;25376,69640705;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1041";"La Isla";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;0;2,24672948;15581,571947165;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1042";"Piruco";"Los Ríos";"Ranco";"Río Bueno";"14";"142";14204;13;2,46450079;14331,940773765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1043";"Santa Marta II y II";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;0;0,29570154;2049,13749103;"NUEVO CAMPAMENTO";" "
"1044";"Malalhue";"Los Ríos";"Valdivia";"Lanco";"14";"141";14103;10;2,11505485;12579,766050265;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1045";"El Trebol";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;0;0,94900418;6576,522058445;"NUEVO CAMPAMENTO";" "
"1046";"Ruta 5";"Los Ríos";"Valdivia";"Paillaco";"14";"141";14107;13;0,82688257;4845,111830155;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1047";"Toma Mauricio Fredes";"Metropolitana";"Santiago";"Quilicura";"13";"131";13125;92;1,59749029;11106,96854514;"NUEVO CAMPAMENTO";" "
"1048";"Arturo Prat II";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;16;1,51180239;8929,77098629;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1049";"Colo Colo";"Metropolitana";"Santiago";"Quilicura";"13";"131";13125;12;1,08551975;7550,523002885;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1050";"Cuatro Vientos, Vivanco";"Los Ríos";"Ranco";"Río Bueno";"14";"142";14204;21;16,91292092;98211,38434024;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1051";"Nueva Andrés Bello";"Metropolitana";"Santiago";"Quinta Normal";"13";"131";13126;0;3,13541449;21779,48796539;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1052";"Norte Grande 3 (Tarapacá)";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;71;5,13106565;30317,671385445;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1053";"La Aldeas Las Mulatas";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;107;3,89563688;22995,39374781;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1054";"Faja de ex ferrocarril Militar";"Metropolitana";"Cordillera";"San José de Maipo";"13";"132";13203;0;1,39785634;9672,110104805;"NUEVO CAMPAMENTO";" "
"1055";"La Estrella";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;30;0,9549346;5635,799158665;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1056";"La Victoria";"Metropolitana";"Chacabuco";"Colina";"13";"133";13301;0;2,25888518;15832,489002745;"NUEVO CAMPAMENTO";" "
"1057";"Santo Domingo";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;31;9,50896593;56031,35709223;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1058";"Estación Purulón";"Los Ríos";"Valdivia";"Lanco";"14";"141";14103;9;34,12993433;203347,477885355;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1059";"Cumbres de Montenegro";"Metropolitana";"Chacabuco";"Tiltil";"13";"133";13303;0;7,6029923;53403,828558945;"NUEVO CAMPAMENTO";" "
"1060";"El Milagro";"Los Ríos";"Valdivia";"Mariquina";"14";"141";14106;25;1,1493433;6842,032612615;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1061";"Parcela 10";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;0;0,95927789;6638,11191462;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1062";"El Rinconcito";"Los Ríos";"Valdivia";"Mariquina";"14";"141";14106;25;1,43174212;8522,980218775;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1063";"Santa Julia";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;0;0,519588;3592,616876645;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1064";"Villa Rio Cruces";"Los Ríos";"Valdivia";"Mariquina";"14";"141";14106;24;1,26738993;7543,705871075;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1065";"Los Ciruelos";"Los Ríos";"Valdivia";"Mariquina";"14";"141";14106;33;3,70842045;22067,07066059;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1066";"Comite ProAdelanto Comunidad Ecologica";"Metropolitana";"Maipo";"Calera de Tango";"13";"134";13403;0;0,94452499;6530,050977425;"NUEVO CAMPAMENTO";" "
"1067";"Balmaceda";"Los Ríos";"Ranco";"Río Bueno";"14";"142";14204;10;0,54313436;3158,44914515;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1068";"Las Mulas";"Metropolitana";"Maipo";"Paine";"13";"134";13404;0;1,06173747;7298,67291625;"NUEVO CAMPAMENTO";" "
"1069";"Puerto Principe";"Metropolitana";"Talagante";"El Monte";"13";"136";13602;0;7,76250085;53603,537590395;"NUEVO CAMPAMENTO";" "
"1070";"San Pedro";"Los Ríos";"Ranco";"Río Bueno";"14";"142";14204;8;0,70857062;4119,31127115;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1071";"Puntillla de Lonquén";"Metropolitana";"Talagante";"Isla de Maipo";"13";"136";13603;0;2,11036214;14549,30428476;"NUEVO CAMPAMENTO";" "
"1072";"Catrico";"Los Ríos";"Valdivia";"Lanco";"14";"141";14103;0;9,48031018;56537,098527825;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1073";"Ribera";"Metropolitana";"Talagante";"Talagante";"13";"136";13601;0;3,70848388;25611,15468094;"NUEVO CAMPAMENTO";" "
"1074";"Cuatro Espadas";"Los Ríos";"Valdivia";"Panguipulli";"14";"141";14108;0;0,66147953;3922,83283729;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1075";"Avenida Industrial";"Los Ríos";"Ranco";"La Unión";"14";"142";14201;0;0,92327697;5375,227895075;"NUEVO CAMPAMENTO";" "
"1076";"Trabún";"Metropolitana";"Melipilla";"Melipilla";"13";"135";13501;45;2,02233856;13965,43299843;"NUEVO CAMPAMENTO";" "
"1077";"San Carlos";"Metropolitana";"Melipilla";"Melipilla";"13";"135";13501;14;0,43029743;2970,163780565;"NUEVO CAMPAMENTO";" "
"1078";"Donal Canter";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;13;0,3642376;2150,78250482;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1079";"Las Riberas del Río";"Metropolitana";"Melipilla";"Melipilla";"13";"135";13501;44;2,33959778;16148,26234882;"NUEVO CAMPAMENTO";" "
"1080";"Toma Mehuin - Extensión CAMPAMENTOS";"Los Ríos";"Valdivia";"Mariquina";"14";"141";14106;0;2,63667338;15742,896826775;"NUEVO CAMPAMENTO";" "
"1081";"Sin nombre - 2";"Metropolitana";"Santiago";"Estación Central";"13";"131";13106;0;1,0728934;7448,51727513;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1082";"Esperanza 2001";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;59;1,07947389;9653,256422225;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1083";"Llancahue";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;0;3,54850839;20934,58715063;"NUEVO CAMPAMENTO";" "
"1084";"Bajo El Pedregal";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;15;1,94010263;17348,23698356;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1085";"Colores Unidos";"Los Ríos";"Valdivia";"Valdivia";"14";"141";14101;0;1,42930478;8444,534410975;"NUEVO CAMPAMENTO";" "
"1086";"Villa Los Laureles";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;478;6,02991896;53942,70380185;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1087";"La Lucha Es Posible";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;47;1,52040358;12715,59213165;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1088";"Villa El Amanecer";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;58;3,75547368;33594,361205595;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1089";"Alto Mendoza";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;61;1,14859728;9589,311149245;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1090";"Areneros III";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;62;1,20031152;10732,87587541;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1091";"Aurora Esperanza";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;207;4,19286343;35010,07959457;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1092";"Quebrada Caunire";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;164;22,61505861;202499,175779205;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1093";"Juanita Cruchaga";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;172;3,13013722;26149,203678075;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1094";"Villa Frontera";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;32;5,83683164;52260,51774983;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"1095";"La Negra";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;47;9,72066424;80996,173241425;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1096";"Villa El Esfuerzo";"Antofagasta";"Antofagasta";"Mejillones";"02";"021";2102;37;0,39655727;3338,57362617;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"1097";"Nueva Esperanza";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;0;1,93394721;17292,841792375;"NUEVO CAMPAMENTO";" "
"1098";"Victor Jara (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;30;0,25944034;2168,114796035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1099";"América Unida (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;174;2,35053197;19641,095229815;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1100";"Areneros III";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;0;2,74146114;24512,002927585;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"1101";"Ecuachilepe (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;131;2,42651492;20275,970919845;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1102";"Futuro Antofagasta (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;115;1,34518865;11241,16868062;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1103";"Irarrazabal Etapa I (Macrocampamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;55;1,37263536;11469,31182312;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1104";"Mujeres Emprendedoras (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;79;0,32821916;2742,74558239;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1105";"Fenapo";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;20;0,41472567;3710,70197437;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1106";"Mujeres Unidas II (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;9;0,0949766;793,70884979;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1107";"Pantaleón Cortes (Macrocampamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;91;0,83491216;6976,625011765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1108";"Toma N°4";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;118;18,05197587;161645,40032779;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1109";"Un Techo Para Mi Pueblo Latino (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;601;9,40210172;78567,253984505;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1110";"Villa El Solar";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;254;2,74319571;24539,47645886;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1111";"Villa Esperanza (Macro Campamento Balmaceda)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;147;0,30455629;2545,137729575;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1112";"La Quebrada (Macro Campamento La Chimba)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;75;1,23987295;10369,33500236;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1113";"Vista Hermosa";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;38;1,58019057;14146,535515235;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"1114";"Luz Divina Vi (Macro Campamento La Chimba)";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;101;1,04811477;8765,85655606;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1115";"Villa Los Laureles";"Arica y Parinacota";"Arica";"Arica";"15";"151";15101;114;11,7241667;104975,69952206;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"1116";"Sol Saliente";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;79;1,312056;10973,865879115;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1117";"Unión sin Frontera";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;80;3,93804678;27569,83339405;"NUEVO CAMPAMENTO";" "
"1118";"El Bosque";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;245;2,48605198;20779,92353619;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1119";"Combres de Esperanza";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;0;0,60419325;4229,813655685;"NUEVO CAMPAMENTO";" "
"1120";"Eulogio Gordo";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;93;0,87460547;7310,384340075;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1121";"La Unión II";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;0;1,64765871;10596,12967415;"NUEVO CAMPAMENTO";" "
"1122";"Nuevo Amanecer Latino";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;44;0,48828452;4081,406798665;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1123";"18 de Septiembre";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;15;0,99728786;6409,7953498;"NUEVO CAMPAMENTO";" "
"1124";"Rayito De Sol";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;34;0,51392316;4295,781721135;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1125";"Nueva Esperanza Rocuant";"Biobío";"Concepción";"Talcahuano";"08";"081";8110;0;5,09319231;32728,55484387;"NUEVO CAMPAMENTO";" "
"1126";"Rayito Esperanza";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;116;1,47381342;12319,24630855;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1127";"Ruca Pulafquenche";"Biobío";"Arauco";"Arauco";"08";"082";8202;11;0,41924491;2661,277454435;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1128";"Jardín Del Norte";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;244;2,52378647;21095,599014725;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1129";"Los Corregidores";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;13;0,24963581;1607,113078405;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"1130";"Villa El Sol";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;262;2,95603968;24708,649525775;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1131";"Línea Férrea Confluencia";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;35;3,21194917;20668,595599755;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1132";"20 De Julio";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;65;1,01373609;8462,20978946;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1133";"Litral Confluencia";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;26;5,33494897;34325,72787;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1134";"Flor De Chile";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;74;1,33861634;11174,33665302;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1135";"Los Montes De Quinquehua";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;47;5,56536425;35883,02001352;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1136";"Franja Esperanza";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;86;1,56199429;13039,154638515;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1137";"Orilla Itata";"Ñuble";"Itata";"Portezuelo";"16";"162";16205;11;1,40758083;9071,37815498;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"1138";"Los 33";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;28;0,51162714;4270,81044076;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1139";"Pablo Neruda II";"Ñuble";"Itata";"Quirihue";"16";"162";16201;39;22,69449383;147441,753282035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1140";"Nuevo Amanecer Del Desierto";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;78;1,33213296;11120,11932474;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1141";"Esmeralda Sur";"Ñuble";"Punilla";"San Nicolás";"16";"163";16305;13;0,23159127;1495,16759185;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1142";"Sector 1";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;210;3,78210121;31571,86539915;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1143";"Santa Laura Puente Ñuble";"Ñuble";"Punilla";"San Nicolás";"16";"163";16305;22;8,27825536;53382,281481445;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"1144";"Villa Constancia II";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;37;3,52300733;29409,04845734;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1145";"El Esfuerzo";"Ñuble";"Diguillín";"Bulnes";"16";"161";16102;11;0,63201033;4048,55494916;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1146";"18 De Septiembre II";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;24;0,53314637;4453,314042455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1147";"El Refugio";"Ñuble";"Diguillín";"Bulnes";"16";"161";16102;16;1,10642849;7098,877392945;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1148";"Alto Las Cruces";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;38;0,76103593;6358,071489925;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1149";"Los Eucaliptus";"Ñuble";"Diguillín";"Chillán";"16";"161";16101;18;0,12084174;778,315603935;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1150";"Altos De Sucre";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;23;0,34055734;2843,380496275;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1151";"Puente Ñuble 2";"Ñuble";"Punilla";"San Nicolás";"16";"163";16305;20;1,16006588;7480,80313923;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1152";"Arca De La Alianza";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;18;0,254945;2129,25892124;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"1153";"Los Leones";"Ñuble";"Itata";"Coelemu";"16";"162";16203;14;1,44326281;9327,56993139;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1154";"Arian Coni";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;26;0,52694053;4402,13961651;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"1155";"Las Pataguas";"Ñuble";"Itata";"Coelemu";"16";"162";16203;13;0,70987738;4587,9585519;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"1156";"Betzabet";"Antofagasta";"Antofagasta";"Antofagasta";"02";"021";2101;47;0,86149733;7195,0074809;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
