"";"nombre";"region";"provincia";"comuna";"cut_r";"cut_p";"cut";"hogares";"hectareas";"area";"observaciones";"año"
"68";"Villa Canchita";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;13;0,3336702;2342,208190635;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"69";"Santa Juana";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;12;0,37238832;2614,379649675;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"70";"Amanecer II";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;17;0,75307997;5286,138804775;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"71";"Sector Gimnasio";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;10;0,14639087;1027,555632835;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"72";"El Comienzo";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;12;0,42001311;2948,2387671;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"73";"El Esfuerzo";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;10;1,11252602;7803,772709865;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"74";"El Legado";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;22;1,11571852;7829,90158988;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"75";"Madre Tierra";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;73;2,31151688;16221,17998621;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"76";"Mirador Las Palmas";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;14;0,17558524;1231,007902125;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"77";"Hijos De Placilla";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;88;4,45193416;31170,03855712;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"78";"El Esfuerzo De Placilla II";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;18;0,54834749;3839,24164567;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"79";"Calle Colo-Colo";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;14;0,68443357;4799,54312818;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"80";"Jose Ignacio Centena";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;16;0,72602024;5091,238334975;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"81";"Esperanza 2011";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;84;2,99363338;20983,60142536;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"82";"Generación 2012";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;19;1,06770662;7485,889487375;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"83";"Lomas Frente Al Mar";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;29;5,33859866;37442,974579585;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"84";"Farkas";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;68;2,35473462;16507,68951209;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"85";"La Fe";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;58;2,62857157;18428,6026954;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"86";"Nuevo Amanecer";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;47;3,68383319;25819,558014965;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"87";"Parcela 15-2 (F. Camiroaga)";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;190;13,49676865;94615,45332221;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"88";"Florida";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;17;8,88344422;62268,39561886;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"89";"Familia Unida De Reñaca Alto";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;29;0,55830068;3918,92506932;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"90";"Rotonda San Isidro";"Valparaíso";"Quillota";"Quillota";"05";"055";5501;23;1,4824249;10424,52225767;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"91";"Chacabuco Laja";"Biobío";"Biobío";"Laja";"08";"083";8304;27;0,06190852;392,04612829;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"92";"Unión Y Esperanza";"Valparaíso";"Valparaíso";"Quintero";"05";"051";5107;28;1,6952105;11953,31514296;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"93";"Nuevo Sol (Cerro Centinela)";"Valparaíso";"Valparaíso";"Quintero";"05";"051";5107;102;19,19782405;135354,131262315;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"94";"Lomas Del Bosque";"Valparaíso";"Valparaíso";"Quintero";"05";"051";5107;30;3,70808133;26144,962631465;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"95";"Padre Alberto Hurtado";"Valparaíso";"Quillota";"Calera";"05";"055";5502;16;1,1850043;8352,03961516;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"96";"San Francisco";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;19;1,1028428;7731,244998455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"97";"Punta De Tralca";"Valparaíso";"San Antonio";"El Quisco";"05";"056";5604;26;1,99755014;13885,02486588;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"98";"Pasaje Bita";"Valparaíso";"San Antonio";"San Antonio";"05";"056";5601;23;1,26900232;8792,364035325;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"99";"Bello Horizonte Sur";"Valparaíso";"San Antonio";"San Antonio";"05";"056";5601;15;0,84283465;5839,38711773;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"100";"Los Tigres";"Valparaíso";"San Antonio";"San Antonio";"05";"056";5601;12;0,19887802;1376,5613464;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"101";"El Estero";"Valparaíso";"San Antonio";"San Antonio";"05";"056";5601;10;0,53388608;3695,27595496;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"102";"Pasaje Aguila";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;44;1,53193735;10739,766526885;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"103";"Quebrada De Los Plátanos";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;29;0,93508513;6558,2424141;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"104";"Alto Las Palmas";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;18;1,10163611;7729,515901915;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"105";"21 De Febrero";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;40;1,40139212;9835,55137423;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"106";"San Expedito";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;31;3,13456559;21976,537465405;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"107";"Villa Esperanza";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;162;6,62112337;46478,344332705;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"108";"Villa Alegre";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;32;1,70639047;11975,457880105;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"109";"Buena Esperanza";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;23;1,09477734;7682,56864516;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"110";"Teresita De Los Andes";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;9;0,86860246;6099,863888265;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"111";"Las Palmeras";"Valparaíso";"Valparaíso";"Concón";"05";"051";5103;17;0,74502604;5237,52815646;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"112";"Las Gaviotas";"Valparaíso";"Valparaíso";"Quintero";"05";"051";5107;44;3,94250572;27724,49695014;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"113";"San Andrés - Renacer De Ocoa";"Valparaíso";"Quillota";"Hijuelas";"05";"055";5503;33;1,59391965;11221,0940024;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"114";"Guyana";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;75;3,80488034;26688,191724685;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"115";"Fe Y Esperanza";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;35;1,84680728;12954,01738279;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"116";"Villa Independencia";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;106;4,52468151;31737,93864303;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"117";"La Unión (Villa Hermosa Y Familiar)";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;72;8,02489626;56282,62231334;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"118";"Chile Nuevo";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;60;3,53851698;24818,09615176;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"119";"Esfuerzo Y Esperanza";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;66;6,35247154;44566,057219805;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"120";"El Peumo";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;32;1,66120961;11654,85188794;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"121";"Caminando Hacia Mi Casa";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;72;4,98865439;35001,226133455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"122";"Granadillas IV";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;44;3,01207392;21131,52661437;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"123";"Miraflores Granadillas 6 Y 5";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;88;6,00303299;42117,487517585;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"124";"Santa Fe Allipén";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;85;5,09491545;35747,98310722;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"125";"Ulises Poirier";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;14;0,45195576;3171,530317855;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"126";"Manuel Rodriguez";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;19;2,40932458;16913,39660953;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"127";"Felipe Camiroaga";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;669;36,97467707;259177,636503455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"128";"Ilusión y Progreso";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;15;0,34302474;2405,6102296;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"129";"Juan Pablo II";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;80;4,36294053;30583,22642025;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"130";"Rucamanqui";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;41;2,98748124;20944,174325265;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"131";"Nuevo Horizonte-Los Boldos Motrihue";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;48;6,09134951;42701,1360112;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"132";"Río Backer";"Valparaíso";"Marga Marga";"Quilpué";"05";"058";5804;26;1,56734872;10983,05908835;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"133";"Ex Sila Bicicross";"Valparaíso";"Los Andes";"Los Andes";"05";"053";5301;44;1,57421035;11083,070024325;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"134";"Terraplén";"Valparaíso";"Los Andes";"Los Andes";"05";"053";5301;36;8,81664947;62043,838319205;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"135";"Los Colonos";"Valparaíso";"Marga Marga";"Quilpué";"05";"058";5801;43;8,11636666;56917,62806774;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"136";"Los Faluchos";"Valparaíso";"San Antonio";"Cartagena";"05";"056";5603;31;0,81324849;5638,95477286;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"137";"27 De Febrero";"Valparaíso";"San Antonio";"Cartagena";"05";"056";5603;78;3,32358881;23036,630458615;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"138";"La Playita";"Valparaíso";"Valparaíso";"Casablanca";"05";"051";5102;38;2,05025083;14307,632557985;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"139";"Domingo Jofre";"Valparaíso";"San Antonio";"El Tabo";"05";"056";5605;11;0,23234856;1614,378832845;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"140";"La Fuerza De Los Vientos";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;29;4,92087081;34495,9996176;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"141";"Ángel Parra";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;30;3,17097273;22226,80934018;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"142";"Viento Fuerte";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;27;7,32695201;51358,077505385;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"143";"Buenavista";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;19;0,74968298;5255,37925412;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"144";"Colonizadores Del Alto";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;29;2,21038097;15485,23035944;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"145";"Las Rocas";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;19;0,5524776;3874,09645527;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"146";"El Salto (Comité Medialuna De El Salto)";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;126;8,38772928;58796,589230035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"147";"Por Un Mañana Mejor";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;13;0,42441388;2976,93132355;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"148";"Canchita El Ciprés";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;24;0,80291809;5632,013923905;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"149";"Eben Ezer II";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;29;1,81498205;12732,880570045;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"150";"Caupolicán";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;22;0,51909266;3643,028501565;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"151";"Fénix";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;83;4,89583698;34358,21689121;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"152";"Villa Bendición";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;31;1,31868598;9253,166379995;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"153";"Villa Libertad";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;36;1,62548795;11406,551774365;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"154";"Juventud Libertad";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;29;0,59850819;4200,092324395;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"155";"Faro Vista Al Mar";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;18;0,58875112;4126,48170665;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"156";"La Laguna";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;11;0,70502712;4942,3026223;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"157";"Sauce 2";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;49;4,07827832;28601,800286215;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"158";"Nueva Ampliación";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;22;0,31764987;2229,805160255;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"159";"Esperanza";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;23;0,50840111;3568,955761015;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"160";"Las Juntas";"Valparaíso";"Los Andes";"Los Andes";"05";"053";5301;21;3,84292577;27061,05936098;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"161";"Sargento Aldea";"Valparaíso";"Marga Marga";"Villa Alemana";"05";"058";5804;16;0,6517499;4569,055430765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"162";"Ex Santa Elena";"Valparaíso";"Marga Marga";"Villa Alemana";"05";"058";5804;31;1,0373034;7272,14594189;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"163";"Visión De Crecer II";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;13;0,76624855;5371,12907084;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"164";"Tranque Seco II";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;20;1,10990177;7780,549925905;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"165";"Los Marineros";"Valparaíso";"Marga Marga";"Quilpué";"05";"058";5801;77;9,33081558;65395,596984095;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"166";"La Loma";"Valparaíso";"Marga Marga";"Quilpué";"05";"058";5801;104;11,79775973;82688,82586033;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"167";"Eben Ezer";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;22;1,28295522;8992,88228681;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"168";"El Palto";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;19;1,3846373;9715,656801475;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"169";"Los Lancheros Del Bongo (Sector 1)";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;128;2,7830501;19510,70220159;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"170";"Chile Nuevo";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;83;1,7448988;15271,843206185;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"171";"Pje. Los Lancheros - Ensenada (Ex Lancheros Del Bongo, Sector 2)";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;61;1,95678751;13718,136165875;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"172";"Sor Teresa (Ex Pampa Ilusión)";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;14;1,70839421;11971,37839346;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"173";"Vista Hermosa";"Valparaíso";"Petorca";"La Ligua";"05";"054";5401;25;0,73242728;5201,041590385;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"174";"Lo Aranda";"Valparaíso";"San Felipe de Aconcagua";"Putaendo";"05";"057";5705;32;5,61373288;39655,93546425;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"175";"Grupo Rukanhue";"Valparaíso";"Petorca";"Cabildo";"05";"054";5402;9;0,68107669;4839,585139105;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"176";"Sector Calle Conti";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;25;0,91864333;6439,23692284;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"177";"Sector Torres De Alta Tensión";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;12;1,44823551;10151,3971282;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"178";"Los Faluchos - Las Dunas";"Valparaíso";"San Antonio";"Cartagena";"05";"056";5603;56;3,06620704;21260,588016515;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"179";"Villa Otaegui";"Valparaíso";"Valparaíso";"Valparaíso";"05";"051";5101;23;7,22273367;50585,48464164;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"180";"Terrazas De Santa Julia";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;63;8,3760282;58770,332252765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"181";"Cumbres Del Mar- Entre Vientos";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;63;13,0834865;91798,681162195;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"182";"Alto El Quitral";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;15;0,75450658;5292,40044876;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"183";"Lomas De Bellavista 2";"Valparaíso";"Marga Marga";"Villa Alemana";"05";"058";5804;82;11,07907902;77627,848328455;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"184";"Viñas Fundo El Bosque";"Valparaíso";"Marga Marga";"Villa Alemana";"05";"058";5804;76;67,79883505;475536,24932138;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"185";"Limite";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;41;5,00284563;35076,65594269;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
