OBJECTID_12,OBJECTID,OBJECTID_1,FOLIO,NOMBRE,REGION,CUT_R,PROVINCIA,CUT_P,CUT,COMUNA,AN_CAT,N_HOG,FUENTE,OBS,HECTAREAS,Shape_Leng,Shape_Length,Shape_Area
726,726,546,1330212,El Baden,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2011,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.53762019,322.53110094,0.00260196605128341,3.62710835271202e-07
727,727,1338,310133,Alto Mirador,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,47,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.78271585,861.00819833,0.00727088685406329,1.27772270420171e-06
728,728,941,1210102,Lautaro,Magallanes y de la Antártica Chilena,12,Magallanes,121,12101,Punta Arenas,CATASTRO_2019,53,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,6.06047157,1102.96905355,0.00835427428008747,2.93470272377877e-06
729,729,547,1330105,Los Aromos,Metropolitana,13,Chacabuco,133,13301,Colina,CATASTRO_2011,217,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,11.82595769,3241.93715226,0.0258149486902505,7.98350760973195e-06
730,730,1339,310134,Las Lomitas I,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,39,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.30651222,522.02184567,0.00443103796483897,9.3641038673492e-07
731,731,942,1210103,Villa Las Etnias,Magallanes y de la Antártica Chilena,12,Magallanes,121,12101,Punta Arenas,CATASTRO_2022,118,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.00209226,1188.72567514,0.00855549663374858,2.90634981885974e-06
732,732,548,1320306,El Arenal,Metropolitana,13,Cordillera,132,13203,San José de Maipo,CATASTRO_2011,28,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.96077067,403.36099554,0.00333403479320789,6.45132901619869e-07
733,733,1340,310135,Las Lomitas II,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,91,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.62014124,1480.59638368,0.0126952289726534,4.02817974518551e-06
734,734,943,1210104,Toma Proongación Cap. Ignacio carrera Pinto,Magallanes y de la Antártica Chilena,12,Magallanes,121,12101,Punta Arenas, ,45,MUNICIPALIDAD,NUEVO CAMPAMENTO,44.57939129,2699.56880443,0.0200426033239678,2.15745837025723e-05
735,735,549,1320307,Emergencia,Metropolitana,13,Cordillera,132,13203,San José de Maipo,CATASTRO_2011,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.54111111,385.88701396,0.00299980474982014,3.63496477481829e-07
736,736,944,410303,Quebrada El Molle,Coquimbo,04,Elqui,041,4103,Andacollo,CATASTRO_2011,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.89514176,901.66345387,0.00762512307032484,2.71584780398003e-06
737,737,550,1360202,Pedro De Valdivia,Metropolitana,13,Talagante,136,13602,El Monte,CATASTRO_2011,34,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.74185586,1218.34415164,0.0100030302573721,2.51255480995864e-06
738,738,1341,310136,Colonias Extranjeras,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,59,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.68824211,759.79049776,0.00656357953176897,1.92667777447507e-06
739,739,945,410105,Los Caliches Del Romero,Coquimbo,04,Elqui,041,4101,La Serena,CATASTRO_2011,10,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,8.98246824,1550.28319586,0.0130820387166879,6.28442760405861e-06
740,740,1342,310137,Nuevo Horizonte,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,71,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.54587661,646.83098725,0.00556628571446211,1.82463005440921e-06
741,741,551,1320201,Los Areneros De Pirque,Metropolitana,13,Cordillera,132,13202,Pirque,CATASTRO_2011,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.89160077,451.08583115,0.00388461128083126,5.98955767822278e-07
742,742,946,410304,Villa La Loma,Coquimbo,04,Elqui,041,4103,Andacollo,CATASTRO_2011,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.37616838,1271.61908862,0.0109359516909981,1.65657665275424e-06
743,743,1343,310138,Alto Las Colonias,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,25,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.81140898,380.52918834,0.00326221046710173,5.81551949512022e-07
744,744,1344,330402,Picachos Negros,Atacama,03,Huasco,033,3304,Huasco,CATASTRO_2019,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.76643749,1027.23804349,0.00869902966078957,1.96246920501015e-06
745,745,552,1350501,El Yalí,Metropolitana,13,Melipilla,135,13505,San Pedro,CATASTRO_2011,42,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.61404017,902.22358148,0.00786854290448933,1.08089052182204e-06
746,746,947,410207,Eben Ezer,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2011,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.66275341,333.12126712,0.0027834559791502,4.63462480024614e-07
747,747,1345,330403,Nueva Generación,Atacama,03,Huasco,033,3304,Huasco,CATASTRO_2019,42,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.93678176,1115.11789662,0.00937484538290776,2.08328168367746e-06
748,748,553,1340202,Los Paltos,Metropolitana,13,Maipo,134,13402,Buin,CATASTRO_2011,77,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.30927889,940.27180208,0.00772377571161697,1.55054420370623e-06
749,749,948,410208,Camino Al Mar,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2011,46,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.38437845,704.8229845,0.00590293464200742,9.68060928256566e-07
750,750,1346,310140,Pedro De Valdivia,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.13851794,196.47805137,0.00171690208962681,9.92540865602573e-08
751,751,554,1311910,Callejón La Farfana,Metropolitana,13,Santiago,131,13119,Maipú,CATASTRO_2011,77,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.94639284,808.36129519,0.00696838505261917,1.98283182050673e-06
752,752,949,410209,Vista Al Mar Y La Batea,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2011,70,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.084571,1201.84521225,0.0101584229365626,3.55540395469448e-06
753,753,1347,310141,Un Sueño Por Cumplir,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.40426153,438.19443857,0.00380875350310694,2.89747022427322e-07
754,754,555,1340206,Mujeres Unidas,Metropolitana,13,Maipo,134,13402,Buin,CATASTRO_2011,37,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.14551004,222.79074882,0.00175262031457939,9.76599929365086e-08
755,755,950,410210,Sol Del Pacífico,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2011,37,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.48109562,1151.56161577,0.00926413388041412,3.13310050118884e-06
756,756,1348,330406,Callejón Lo Martínez,Atacama,03,Huasco,033,3304,Huasco,CATASTRO_2019,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.29517336,1027.08603411,0.0088757278517064,3.04673703894875e-06
757,757,556,1340301,Cancha Los Tilos Parcela 22,Metropolitana,13,Maipo,134,13403,Calera de Tango,CATASTRO_2011,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.68535855,572.31365622,0.00489444492720675,4.60551396077674e-07
758,758,951,420104,Puntilla Norte,Coquimbo,04,Choapa,042,4201,Illapel,CATASTRO_2011,25,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,6.17092064,1851.75280362,0.0159041720447531,4.24030466299149e-06
759,759,1349,330104,Callejón Martinez,Atacama,03,Huasco,033,3301,Vallenar,CATASTRO_2011,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.99092721,937.07157416,0.00788290690501336,1.41094863190648e-06
760,760,557,1360501,Cerro La Virgen,Metropolitana,13,Talagante,136,13605,Peñaflor,CATASTRO_2011,51,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.31440353,1285.49940884,0.0105273137762063,4.2436929955674e-06
761,761,952,420407,Tahuinco,Coquimbo,04,Choapa,042,4204,Salamanca,CATASTRO_2011,35,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.5462094,1040.80258005,0.00837488415014101,2.43234888254358e-06
762,762,1350,310159,18 De Septiembre,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,31,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.62335735,528.07192156,0.00448984965097847,1.16348811525092e-06
763,763,558,1360106,Callejón San Henriquez,Metropolitana,13,Talagante,136,13601,Talagante,CATASTRO_2011,23,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.12783296,142.68019118,0.00118597439546319,8.58540772482258e-08
764,764,953,420409,El Bosque,Coquimbo,04,Choapa,042,4204,Salamanca,CATASTRO_2011,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.12224584,478.96653348,0.00400235093156313,7.69933255901137e-07
765,765,1351,310161,Buenavista,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,68,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,2.77476567,645.18698304,0.00547188848096621,1.98887995637278e-06
766,766,559,1360107,Ferrocarril Talagante,Metropolitana,13,Talagante,136,13601,Talagante,CATASTRO_2011,33,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.09241789,1794.06805815,0.0153366361305844,2.07710436703228e-06
767,767,954,410214,Villa La Cruz,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2011,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.35242826,797.82307787,0.00663365097751394,2.34216840479526e-06
768,768,1352,310162,Chamonate Poniente,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.35381132,1067.09807394,0.00933117169618375,1.68774582734424e-06
769,769,560,1340209,Cancha Los Tilos - Sitio 20,Metropolitana,13,Maipo,134,13403,Calera de Tango,CATASTRO_2011,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.19243141,243.30401945,0.00207473700319506,1.29311697450149e-07
770,770,955,430102,Lagunillas,Coquimbo,04,Limarí,043,4301,Ovalle,CATASTRO_2011,156,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,22.01732741,4649.82003695,0.0389726921598988,1.53021801603025e-05
771,771,1353,310165,El Oasis,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,51,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.24814699,802.74989533,0.00672038851153418,8.94370173339231e-07
772,772,561,1311601,La Sierra,Metropolitana,13,Santiago,131,13116,Lo Espejo,CATASTRO_2019,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.68035493,371.50812458,0.00298518900587722,4.57670192704498e-07
773,773,956,430104,Stecher,Coquimbo,04,Limarí,043,4301,Ovalle,CATASTRO_2011,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.5247873,434.96696249,0.00371708754642532,3.64519408295724e-07
774,774,1354,310166,El Patahu,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.68275558,706.62399982,0.00601950446050276,4.89384557244794e-07
775,775,562,1320301,Quebrada La Carmona,Metropolitana,13,Cordillera,132,13203,San José de Maipo,CATASTRO_2019,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.69642766,502.1824525,0.00419057389584189,4.68184527366702e-07
776,776,957,430105,Puntilla De Barrancas,Coquimbo,04,Limarí,043,4301,Ovalle,CATASTRO_2011,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.64883977,807.01640108,0.00651873233575361,1.84010950913336e-06
777,777,1355,310167,El Progreso,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.15412858,659.88033508,0.00556358004444425,8.27233731872685e-07
778,778,563,1312501,Cementerio,Metropolitana,13,Santiago,131,13125,Quilicura,CATASTRO_2019,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.08321565,1496.05090297,0.0123336663942831,2.75124118273919e-06
779,779,958,430106,Sotaqui,Coquimbo,04,Limarí,043,4301,Ovalle,CATASTRO_2011,10,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.45466717,425.34378588,0.00349960206275777,3.15701984660392e-07
780,780,1356,310168,Gran Mirador,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,40,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.0890957,807.12922503,0.00694297786190802,1.49732420077622e-06
781,781,564,1330201,Las Acacias,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2019,33,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.71366045,1564.94480796,0.0136270723064441,3.17990163190427e-06
782,782,959,420105,Canelillo,Coquimbo,04,Choapa,042,4201,Illapel,CATASTRO_2011,50,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,9.75820141,1477.91194795,0.0123203059534865,6.69794933878725e-06
783,783,1357,310169,La Greda,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,34,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.55828636,1276.05198373,0.0110552055823674,3.26591629222651e-06
784,784,565,1312601,El Melón Esperanza,Metropolitana,13,Santiago,131,13126,Quinta Normal,CATASTRO_2019,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.15002433,156.01119049,0.00128951539884036,1.01038494510269e-07
785,785,960,420402,Costanera Choapa,Coquimbo,04,Choapa,042,4204,Salamanca,CATASTRO_2011,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.18202834,901.26742142,0.00763394602289576,8.10794924835633e-07
786,786,1358,310170,La Nueva Hochschild,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,62,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.45491786,974.93025029,0.00833865211369786,3.19270332099806e-06
787,787,566,1312602,La Cruz,Metropolitana,13,Santiago,131,13126,Quinta Normal,CATASTRO_2019,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.33747116,234.63981548,0.00189957835538322,2.27284488703353e-07
788,788,961,420403,El Consuelo Alto,Coquimbo,04,Choapa,042,4204,Salamanca,CATASTRO_2011,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.47212775,971.18493848,0.00816354901559901,1.00990510275624e-06
789,789,1359,310171,Las Colonias Internacionales,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.35796199,841.68887513,0.00718396125559002,9.73295090606262e-07
790,790,567,1310402,Los Arminios,Metropolitana,13,Santiago,131,13104,Conchalí,CATASTRO_2019,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.49873617,393.9050599,0.00307843771125965,3.36049651204099e-07
791,791,962,410101,Quebrada Desierto Florido,Coquimbo,04,Elqui,041,4101,La Serena,CATASTRO_2019,98,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,19.22048153,2883.04372586,0.0240153730506409,1.34490594449111e-05
792,792,1360,310172,Libertad,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.16381043,599.84710986,0.00507649407133001,8.34140958366178e-07
793,793,568,1310602,Condominio Buzeta,Metropolitana,13,Santiago,131,13106,Estación Central,CATASTRO_2019,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.1900749,176.380927,0.00144197040882811,1.27941308244778e-07
794,794,963,410102,Tierras Añañucas,Coquimbo,04,Elqui,041,4101,La Serena,CATASTRO_2019,65,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,31.75190758,4595.64378495,0.0384193217506246,2.22187546950017e-05
795,795,1361,310173,Los Conquistadores,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,69,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.93834903,1629.57628173,0.0138636835351232,3.53945571494335e-06
796,796,569,1340101,Camino Internacional,Metropolitana,13,Maipo,134,13401,San Bernardo,CATASTRO_2019,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.7383718,720.76447981,0.0063565584045698,4.96143559229637e-07
797,797,570,1320101,Milla Antu,Metropolitana,13,Cordillera,132,13201,Puente Alto,CATASTRO_2019,217,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.73938276,934.87361736,0.00783240236337994,1.84104652486298e-06
798,798,964,410103,Ladera Alfalfares,Coquimbo,04,Elqui,041,4101,La Serena,CATASTRO_2019,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.64626711,577.57544701,0.00490300368778007,4.52077186812958e-07
799,799,1362,310174,Mirador 1 Alto Andacollo,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,45,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.5512945,1372.04723985,0.0114451891922247,1.11187716265928e-06
800,800,571,1320102,Costanera,Metropolitana,13,Cordillera,132,13201,Puente Alto,CATASTRO_2019,90,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.0254867,2221.69905709,0.0182526957096599,2.03326052465467e-06
801,801,965,410104,Ladera Norte,Coquimbo,04,Elqui,041,4101,La Serena,CATASTRO_2019,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.91739783,1104.35422159,0.00938249910163236,1.34122915949211e-06
802,802,1363,310175,Mirador De Guadalupe,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,43,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.56205652,603.4078736,0.0050408461220003,1.11962911377593e-06
803,803,572,1320103,Barro Y Sol,Metropolitana,13,Cordillera,132,13201,Puente Alto,CATASTRO_2019,74,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.33749971,917.28409582,0.00743915773472445,2.24307359597141e-06
804,804,966,410301,El Toro,Coquimbo,04,Elqui,041,4103,Andacollo,CATASTRO_2019,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,9.09232415,1956.96530888,0.016578018486627,6.33797217155499e-06
805,805,573,1320104,Esperanza - Vista Hermosa,Metropolitana,13,Cordillera,132,13201,Puente Alto,CATASTRO_2019,37,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.37078155,1901.76470949,0.0169311869109372,2.26526158084207e-06
806,806,1364,310176,Nueva Luz,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.22943324,784.41491277,0.00662965609166872,1.59794760481091e-06
807,807,967,410302,Subida Mina Hermosa,Coquimbo,04,Elqui,041,4103,Andacollo,CATASTRO_2019,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.33223234,1411.83714918,0.0116724296706123,3.02019791902151e-06
808,808,574,1320105,Cerro La Ballena,Metropolitana,13,Cordillera,132,13201,Puente Alto,CATASTRO_2019,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.81642624,483.51804232,0.0039885890096033,5.48711363764629e-07
809,809,1365,310177,Nueva Vida,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.54186966,377.95126183,0.00326897095528106,3.88368837954637e-07
810,810,968,410201,San Pedro,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2019,31,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.45939511,1394.47740451,0.0113095913050536,3.80782700578808e-06
811,811,575,1330202,San Pedro,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2019,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.66986451,371.98247606,0.00309144776973235,4.51854218330219e-07
812,812,1366,310178,05 De Abril,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,27,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.1090826,540.662368,0.0045982651564791,7.94958110598063e-07
813,813,969,420401,Cerro Chico,Coquimbo,04,Choapa,042,4204,Salamanca,CATASTRO_2019,17,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.99328237,610.6708662,0.00497045570321714,6.81357884699562e-07
814,814,576,1330203,Rodeo Medialuna,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2019,135,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.06226066,1086.29599725,0.00893148383144123,3.41538397422038e-06
815,815,1367,310179,San Expedito,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.71204901,1936.20232493,0.0166019717581289,1.9432201638085e-06
816,816,970,420201,Puerto Oscuro,Coquimbo,04,Choapa,042,4202,Canela,CATASTRO_2011,33,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.10683353,562.69888094,0.00481298929376198,7.62298569470287e-07
817,817,577,1330204,Nuevo Porvenir,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2019,83,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,7.72351663,2816.4135267,0.0248655445781453,5.21032901927915e-06
818,818,971,420107,Ribera Oriente,Coquimbo,04,Choapa,042,4201,Illapel,CATASTRO_2011,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.66534648,1232.87550052,0.0104940769436511,1.83135416283616e-06
819,819,578,1311001,Galvarino,Metropolitana,13,Santiago,131,13110,La Florida,CATASTRO_2019,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.21169865,203.58558933,0.00161259357284018,1.42437619837131e-07
820,820,1368,310181,Unidos Por Nuestros Sueños,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.27156771,569.22446304,0.00479901917657305,9.11424755030727e-07
821,821,579,1330102,Felipe Camiroaga Colina,Metropolitana,13,Chacabuco,133,13301,Colina,CATASTRO_2019,42,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.84205694,1392.52123694,0.011476354061735,1.91930836928595e-06
822,822,972,410203,Newell Kallfu,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2019,26,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.29894646,1347.41414609,0.0110602404646211,3.00585712145393e-06
823,823,580,1311005,Quebrada De Macul II,Metropolitana,13,Santiago,131,13110,La Florida,CATASTRO_2019,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.51711229,384.8891678,0.00331080953465943,3.4791538715471e-07
824,824,1369,310182,Unión Esperanza,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,42,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.72372566,1419.24886574,0.0122161071796985,3.38589315365854e-06
825,825,973,410204,El Remanso,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2019,59,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.2364797,983.44278666,0.00809458137193787,2.26292632185145e-06
826,826,581,1330301,La Esperanza,Metropolitana,13,Chacabuco,133,13303,Tiltil,CATASTRO_2019,17,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.8999233,1153.74382717,0.00884776150572171,1.28418854896404e-06
827,827,1370,310183,Unión Latinoamericana,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,77,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.70898092,941.37719915,0.00794352569685539,1.94171330378599e-06
