OBJECTID_12,OBJECTID,OBJECTID_1,FOLIO,NOMBRE,REGION,CUT_R,PROVINCIA,CUT_P,CUT,COMUNA,AN_CAT,N_HOG,FUENTE,OBS,HECTAREAS,Shape_Leng,Shape_Length,Shape_Area
361,361,380,811026,Los Picunches,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,26,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.89884923,510.85668418,0.00407379954785487,5.8141607094083e-07
362,362,381,811005,Las Gaviotas Bajo,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,50,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.86831885,620.12375475,0.00490824368488742,1.20853742921041e-06
363,363,382,811006,Comité Pro Adelanto Polcura,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.45855433,417.06510755,0.00335546905264774,2.96628099947661e-07
364,364,383,811007,Huillinco,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,37,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.79246129,1010.86854351,0.00824360614117591,2.45320736457244e-06
365,365,384,811008,Caramavida,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.72771887,397.36996826,0.00318683762218114,4.70681804235678e-07
366,366,385,811009,Antinao Curaco,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,58,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.01334978,1287.57053487,0.0100678755325597,3.24290273346435e-06
367,367,386,811011,Comité Adelanto Pasaje 1 La Gloria,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,49,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.28115953,760.10312761,0.00643981508645412,1.47551443224684e-06
368,368,387,811014,Vista La Bahía,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.69466561,577.62864871,0.00463800329691436,1.0961214915009e-06
369,369,388,811015,Comité Las Hormiguitas Asentamiento La Esperanza,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,46,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.39872222,1405.25472975,0.0113052666213474,2.19837149201292e-06
370,370,389,811016,Coliumo Alto,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,93,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.20843174,1399.63904259,0.0113065234633623,2.72239616281265e-06
371,371,390,811017,La Unión,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,85,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.70039772,1619.51409445,0.0133434346925344,3.0403586581366e-06
372,372,391,811018,Las Algas,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,105,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.30306855,889.57662431,0.00714478238384622,1.48974759227015e-06
373,373,392,811020,Cerro Bagnara,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2011,76,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.76867587,477.60595289,0.0037565194285561,4.9726523633913e-07
374,374,393,830103,Sector Cuiñibal,Biobío,08,Biobío,083,8301,Los Angeles,CATASTRO_2019,41,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,11.34305664,2896.74296232,0.023112283283651,7.25830140169691e-06
375,375,394,830105,Canchas Las Violetas,Biobío,08,Biobío,083,8301,Los Angeles,CATASTRO_2019,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.40759412,1704.48205296,0.0142154374110761,3.46420986862025e-06
376,376,395,831401,Pueblo Hundido,Biobío,08,Biobío,083,8314,Alto Biobío,CATASTRO_2019,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.69353562,580.70093609,0.00503488684403703,4.41681131696798e-07
377,377,396,831402,Sector Pangue,Biobío,08,Biobío,083,8314,Alto Biobío,CATASTRO_2019,10,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.80355738,1373.34855262,0.0117875644925737,1.78530233286777e-06
378,378,397,831201,La Pera,Biobío,08,Biobío,083,8312,Tucapel,CATASTRO_2019,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.0015881,1199.12509124,0.00990444741996617,3.21088094558631e-06
379,379,398,830701,Villa Coigue,Biobío,08,Biobío,083,8307,Negrete,CATASTRO_2019,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.81492606,764.92356635,0.00557378548455395,5.21333626600887e-07
380,380,399,830702,La Esperanza Negrete,Biobío,08,Biobío,083,8307,Negrete,CATASTRO_2019,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.37607612,861.6364369,0.00636874755715853,8.79511126568931e-07
381,381,400,831101,Puente Calderones Santa Barbara,Biobío,08,Biobío,083,8311,Santa Bárbara,CATASTRO_2019,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.10811227,1597.68139898,0.0123694082093362,3.9058061058438e-06
382,382,1201,910502,Cruzada Sur,La Araucanía,09,Cautín,091,9105,Freire,CATASTRO_2019,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.47837642,713.92063602,0.00518387625340197,9.28816290896039e-07
383,383,1202,910401,Reigolil,La Araucanía,09,Cautín,091,9104,Curarrehue,CATASTRO_2019,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,3.08919689,1661.80658237,0.0130820935585341,1.93413936077907e-06
384,384,1203,910111,La Ribera,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,33,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,4.14740876,974.90023478,0.00785520772466311,2.60990480073688e-06
385,385,802,110717,Estrella Del Amanecer,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,46,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.02750556,411.31014687,0.00361521462105469,7.77886577643544e-07
386,386,803,110718,Jesús De Nazareth,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,292,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.7008314,969.95329839,0.00842184839728654,4.31583792533058e-06
387,387,402,810701,"Nueva Esperanza, La Greda",Biobío,08,Concepción,081,8107,Penco,CATASTRO_2019,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.26808687,246.62314704,0.00194603575136684,1.73389214321871e-07
388,388,804,110719,San Lorenzo,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,259,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.06856847,1037.58419029,0.00888458154287249,3.08013919827273e-06
389,389,1204,910112,Ampliación Pichi Cautín,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.4714483,811.44608694,0.00705806440347126,9.2610342607231e-07
390,390,403,810702,Villa El Jazmín,Biobío,08,Concepción,081,8107,Penco,CATASTRO_2019,26,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.82175813,735.81990054,0.00552492830862645,5.3121766598812e-07
391,391,805,110720,San Expedito I y II,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,81,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.3725701,766.37285044,0.00650301562692997,1.03911669777619e-06
392,392,404,820401,Estadio,Biobío,08,Arauco,082,8204,Contulmo,CATASTRO_2019,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.79360818,440.89477418,0.00343312720965196,5.04605252329421e-07
393,393,806,110721,Comité Integración,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,73,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.01678484,619.41871292,0.0054166316609165,1.52685160977586e-06
394,394,405,820402,El Peral,Biobío,08,Arauco,082,8204,Contulmo,CATASTRO_2019,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.29690172,349.83729295,0.00290673859331084,1.8873159247142e-07
395,395,1205,910113,Antumapu,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.64810434,367.80670023,0.00310604886375857,4.07838436325879e-07
396,396,807,110722,Independientes Unidos,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,89,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.4388136,515.20362856,0.00452076887565234,1.08929295324854e-06
397,397,1206,910114,Unidos Por Un Sueño,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.71354257,478.4077719,0.00410594800495518,4.48991963969838e-07
398,398,808,110723,Latinos Unidos,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,41,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.8983819,449.72128638,0.00398024247322589,6.80147823791446e-07
399,399,407,820503,Laguna Cerro Verde I,Biobío,08,Arauco,082,8205,Curanilahue,CATASTRO_2019,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.49574131,599.29107901,0.00464446176810867,9.57972144729749e-07
400,400,1207,910115,Los Sin Casa,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.50837276,535.86192903,0.00425773541107072,9.49527173935048e-07
401,401,809,110724,El Pueblo,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,95,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.54778612,528.75844851,0.00459056745051092,1.17180535944112e-06
402,402,1208,910117,El Esfuerzo Porvenir,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,27,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.54525748,365.81632795,0.00273604323916276,3.43314599019964e-07
403,403,408,820504,Laguna Cerro Verde II,Biobío,08,Arauco,082,8205,Curanilahue,CATASTRO_2019,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.8489027,839.3217872,0.00691697226231015,2.46503989206625e-06
404,404,810,110725,Saturno,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,42,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.66594623,339.75853307,0.00292840330434534,5.04172561260994e-07
405,405,1209,910118,Chivilcan 3,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,34,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.86665653,424.51032388,0.0033860696538545,5.45627005738441e-07
406,406,409,820505,Miraflores La Esperanza,Biobío,08,Arauco,082,8205,Curanilahue,CATASTRO_2019,34,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,7.81118697,1285.1061887,0.0104036130405735,5.00177452585827e-06
407,407,811,110726,Monserrat,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,85,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.3885924,467.02832474,0.00406873463491501,1.05127102454851e-06
408,408,1210,910119,Sueño De Todos,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.83483289,543.23589093,0.00435960822023784,5.2562226043897e-07
409,409,410,820506,Los Pumas,Biobío,08,Arauco,082,8205,Curanilahue,CATASTRO_2019,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.36385298,309.01355292,0.00239588728744617,2.3300983775678e-07
410,410,812,110727,Juventud De Esfuerzo,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,83,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.4412787,957.51848963,0.0082223827329679,1.09115519676604e-06
411,411,1211,910120,La Fe De Chile,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.21551904,660.13240992,0.0052327933325656,7.65347469562008e-07
412,412,411,820603,Temuco Chico,Biobío,08,Arauco,082,8206,Los Alamos,CATASTRO_2019,51,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,7.11884421,2781.9203731,0.0203465305517556,4.54765125044968e-06
413,413,813,110728,Nueva Esperanza I,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,66,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.81906491,1225.73547262,0.010936500813835,2.13425850866424e-06
414,414,1212,910121,Surire,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,17,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.50900802,341.92817137,0.00280241424901919,3.20505419881712e-07
415,415,412,820604,21 De Mayo,Biobío,08,Arauco,082,8206,Los Alamos,CATASTRO_2019,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.57349675,1346.33278751,0.0106370399852493,2.2840177389879e-06
416,416,1213,910122,Triangulo De Chivilcán,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,104,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.92587075,1140.81873876,0.00922599937507127,2.47187290152984e-06
417,417,814,110729,"Unión, Fuerza Y Esperanza",Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,328,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.63091474,1839.0910868,0.0162575334484961,4.26305724633571e-06
418,418,413,820605,Los Cipreses,Biobío,08,Arauco,082,8206,Los Alamos,CATASTRO_2019,47,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.61041632,2392.2228405,0.01788737876832,2.3077969206311e-06
419,419,815,110730,Nuestro Sueño,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,40,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,4.22802189,1799.89753811,0.016103711911233,3.20096405314033e-06
420,420,414,820606,Pilmaiquén,Biobío,08,Arauco,082,8206,Los Alamos,CATASTRO_2019,53,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.91534207,3704.78761989,0.0277795335357957,4.41644336499056e-06
421,421,816,110731,Ex Vertedero Sur,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,180,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.38126104,982.98265664,0.00852926248201786,3.31622289327246e-06
422,422,1214,910123,Un Futuro Para Daina,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,37,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.47268449,720.65802195,0.0059632900274481,9.27235492533574e-07
423,423,415,811113,La Iglesia,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2019,13,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.39138759,266.5340334,0.00214440848502078,2.53732110924076e-07
424,424,817,110734,San Martin,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2019,38,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.99136602,416.03917852,0.00361207494824208,7.5032132402217e-07
425,425,416,811114,Samaritanos,Biobío,08,Concepción,081,8111,Tomé,CATASTRO_2019,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.37251795,319.15946458,0.00253569722916314,2.41242035471757e-07
426,426,818,110114,Rio Seco,Tarapacá,01,Iquique,011,1101,Iquique,CATASTRO_2022,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,9.19890714,1673.24446646,0.0144166718693821,6.93030977634614e-06
427,427,417,810111,Isla Andalien,Biobío,08,Concepción,081,8101,Concepción,CATASTRO_2019,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.10071307,124.64255847,0.00102655402495657,6.5069426174961e-08
428,428,1215,910124,El Álamo,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,43,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.89204542,694.18677595,0.00516473191156242,1.19108478279433e-06
429,429,819,110735,Jesús El Rey,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,136,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.27000086,848.81390022,0.00745428855096182,3.23265768885944e-06
430,430,418,810114,La Puntilla - Cerro Lo Galindo,Biobío,08,Concepción,081,8101,Concepción,CATASTRO_2019,87,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.01283791,1605.95850618,0.0132706031121861,3.23929476434051e-06
431,431,820,110736,Quebrada Seca,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,165,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,10.59777464,2569.13862437,0.0223538883296394,8.02380553180559e-06
432,432,1216,910125,Tañi Ruka,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.75436438,501.08272589,0.00400873827110426,4.74765355612131e-07
433,433,419,810115,Alonso Rivera/Línea Férrea,Biobío,08,Concepción,081,8101,Concepción,CATASTRO_2019,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.4906457,365.45304716,0.00304533644202506,3.17013778439218e-07
434,434,1217,910126,Los Cisnes,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.17224563,327.54233389,0.00241937326148943,1.08444990480214e-07
435,435,821,110737,Nuevo Vivir,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,111,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.38242954,893.47085786,0.00791503480431596,1.80373005484178e-06
436,436,420,810116,Fray Juan Gallegos,Biobío,08,Concepción,081,8101,Concepción,CATASTRO_2019,45,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.85905698,862.62329733,0.00702707640584661,1.20141638534118e-06
437,437,1218,910127,Rotonda Los Poetas,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.77562523,447.98911171,0.0035669289311511,4.88107389869401e-07
438,438,421,810201,Alto El Pueblito,Biobío,08,Concepción,081,8102,Coronel,CATASTRO_2019,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.47244281,351.08427649,0.00260852999791188,3.04256388779894e-07
439,439,822,110738,Nuestro Hogar En El Desierto,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,94,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.05711118,1392.19495572,0.0121434853381389,4.58582979108452e-06
440,440,1219,910129,Alto Los Pinos,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,62,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,6.47521357,1282.00221866,0.0104057006441728,4.07607502833625e-06
441,441,422,810202,El Pilón,Biobío,08,Concepción,081,8102,Coronel,CATASTRO_2019,52,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.27406551,1211.25362885,0.00996792498292982,3.39777925723747e-06
442,442,823,110739,Luz De Esperanza 2,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,109,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.12673935,659.58744317,0.00576941189472494,1.61010887847393e-06
443,443,1220,910130,Dignidad Del Salitre,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.38310435,314.75853019,0.00252078885074018,2.41228282094011e-07
444,444,423,810203,Paso Seco Sur,Biobío,08,Concepción,081,8102,Coronel,CATASTRO_2019,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.99487094,664.66450753,0.00553483458471881,6.41158555500895e-07
445,445,1221,910131,Cruz Del Sur,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,35,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.38553536,1244.39088256,0.010045950335837,3.388980143668e-06
446,446,424,810204,Villa Louta,Biobío,08,Concepción,081,8102,Coronel,CATASTRO_2019,28,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.36081949,676.26819572,0.00510488017120415,8.76948785607101e-07
447,447,824,110740,10 De Agosto,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,104,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.62943589,1045.20862058,0.0088721448411646,1.23358226477255e-06
448,448,1222,910132,Esperanza De Chivilcan,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,51,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.78691536,847.19956597,0.00729663219019081,1.12514564796153e-06
449,449,825,110741,Sol De La Pampa,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,186,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.25675642,945.39563985,0.00808882945109948,2.46555850719189e-06
450,450,425,810205,El Chiflón,Biobío,08,Concepción,081,8102,Coronel,CATASTRO_2019,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.45350579,495.008874,0.00392461761360096,9.36585863056838e-07
451,451,1223,910134,Bienaventurados,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.9098439,679.62582073,0.0056516847088197,5.72522571269511e-07
452,452,826,110742,Mirando las estrellas,Tarapacá,01,Iquique,011,1107,Alto Hospicio,CATASTRO_2022,164,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,113.89540848,8494.56651196,0.0732003242072804,8.61948311117831e-05
453,453,426,811001,El Guindo,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2019,18,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,3.5669105,1681.54462243,0.0138434582034457,2.30552020925879e-06
454,454,1224,910135,Newen Mapu,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.14121737,456.13667245,0.0034529613104752,7.18633487949376e-07
455,455,827,140104,Villa La Unión,Tarapacá,01,Tamarugal,014,1401,Pozo Almonte,CATASTRO_2022,60,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.97064868,395.68272173,0.003469888353684,7.34803718802686e-07
456,456,427,811002,Lonconao,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2019,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.26679635,736.91074464,0.00598113558073349,8.19473744186023e-07
457,457,1225,910136,Allegados Nuevo Milenio,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,39,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.17658937,792.75456658,0.00616891165619122,2.00010043421786e-06
458,458,828,140105,Nuevo Amanecer,Tarapacá,01,Tamarugal,014,1401,Pozo Almonte,CATASTRO_2022,82,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.31875083,467.36959138,0.00408239239280421,9.98295275621298e-07
459,459,428,811010,La Serena Recoleta,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2019,60,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.68609889,1013.2116452,0.00792959907648322,1.73754961388503e-06
460,460,1226,910137,Los Conquistadores Del Sur,La Araucanía,09,Cautín,091,9101,Temuco,CATASTRO_2022,25,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.27986082,462.9563674,0.00378962244934788,8.05955222093041e-07
461,461,429,811012,Cerro San Miguel,Biobío,08,Concepción,081,8110,Talcahuano,CATASTRO_2019,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.12805827,1231.82291912,0.0102983811216928,7.29162871442736e-07
